country,year,gdp,population,primary_energy_consumption,coal_cons_per_capita,gas_energy_per_capita,hydro_elec_per_capita,low_carbon_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,renewables_consumption,fossil_fuel_consumption
Canada,2008,1398902882304,33218542,3869.268,10091.661,27859.102,11249.139,41042.934,37485.457,33302.668,1106.266,2505.881
Canada,2009,1361508171776,33593920,3717.698,8337.173,26709.455,10863.87,39463.152,36156.031,32326.289,1085.967,2391.977
Canada,2010,1407421775872,33963416,3752.479,8449.835,26961.98,10242.491,37784.305,37289.805,30724.25,1043.5,2469.195
Canada,2011,1455579594752,34323536,3893.982,7537.863,29294.998,10837.171,39669.328,36947.137,32501.496,1115.566,2532.39
Canada,2012,1479801044992,34691876,3905.844,7073.982,28659.021,10851.531,39799.074,37054.625,32654.436,1132.844,2525.139
Canada,2013,1514897276928,35063696,3999.052,6825.774,30071.188,11061.868,40714.336,36439.789,33052.715,1158.95,2571.458
Canada,2014,1552197222400,35404616,4007.746,6428.521,31024.635,10695.78,39742.711,36002.543,31920.246,1130.124,2600.671
Canada,2015,1565171122176,35732120,4033.862,6407.659,30877.666,10589.072,39840.879,35765.547,32529.217,1162.338,2610.263
Canada,2016,1586146836480,36113532,3979.017,5900.776,29128.307,10566.122,39887.746,35263.957,32722.955,1181.741,2538.53
Canada,2017,1636443488256,36554344,4039.605,6062.338,30032.484,10686.555,39930.078,34484.688,32902.316,1202.723,2579.988
Canada,2018,1669401542656,37035260,4076.074,4906.745,31376.705,10315.035,38655.531,35120.293,31798.229,1177.656,2644.456
Canada,2019,1669401542656,37522584,4051.717,4535.365,31144.469,10020.099,37727.703,34573.219,30953.215,1161.445,2636.076
Canada,2020,1669401542656,37888704,3807.712,3916.867,29993.312,10053.92,37474.742,29112.359,30988.668,1174.12,2387.842
Canada,2021,1669401542656,38155012,3843.694,3620.895,30657.34,9884.94,36515.934,29944.723,30462.479,1162.296,2450.428
Canada,2022,1669401542656,38454328,3928.505,2788.582,31629.277,10207.174,36920.363,30822.062,31283.535,1202.987,2508.757
Chile,1991,143692185600,13561946,174.964,1834.978,1434.59,968.567,3107.189,6524.356,3107.189,42.14,132.825
Chile,1992,161116241920,13782300,194.194,1561.265,1578.986,1214.612,3995.302,6954.546,3995.302,55.064,139.13
Chile,1993,170977050624,13998387,205.228,1550.873,1609.76,1229.95,4036.021,7464.184,4036.021,56.498,148.73
Chile,1994,179196395520,14210680,215.481,1801.868,1529.423,1195.261,3935.57,7896.47,3935.57,55.927,159.554
Chile,1995,196500488192,14416799,232.236,1914.778,1444.634,1277.242,4192.843,8556.421,4192.843,60.447,171.788
Chile,1996,209711316992,14615489,245.845,2617.276,1448.231,1154.492,3793.422,8961.924,3793.422,55.443,190.402
Chile,1997,222079385600,14809289,281.059,3362.598,1944.683,1279.14,4158.113,9513.148,4158.113,61.579,219.48
Chile,1998,227644669952,14996745,281.476,3124.263,2651.983,1062.714,3389.565,9603.316,3389.565,50.832,230.643
Chile,1999,224247365632,15176418,293.115,3185.901,3579.789,894.612,2950.35,9597.82,2950.35,44.776,248.339
Chile,2000,232506474496,15351803,307.391,2433.832,4568.879,1203.767,3961.202,9059.223,3961.202,60.812,246.58
Chile,2001,238843494400,15523973,313.345,1888.342,5121.209,1354.679,4450.168,8724.861,4450.168,69.084,244.261
Chile,2002,242409652224,15693798,320.801,1882.729,5108.847,1433.687,4676.036,8773.673,4676.036,73.385,247.417
Chile,2003,249686491136,15859114,322.49,1781.337,5469.338,1377.126,4475.823,8608.164,4475.823,70.983,251.507
Chile,2004,262973259776,16017966,344.299,2042.919,5877.786,1302.912,4178.065,9395.781,4178.065,66.924,277.375
Chile,2005,276230012928,16175315,357.327,1982.658,5630.652,1571.53,4881.965,9595.603,4881.965,78.967,278.36
Chile,2006,291801038848,16334573,369.682,2451.149,5159.823,1715.992,5195.802,9825.121,5195.802,84.871,284.811
Chile,2007,304165388288,16495543,369.299,2880.873,3011.785,1351.274,4352.228,12142.894,4352.228,71.792,297.506
Chile,2008,312737595392,16661463,369.306,3050.003,1659.607,1425.445,4786.54,12669.11,4786.54,79.751,289.555
Chile,2009,305748115456,16833450,354.372,2759.837,1660.338,1455.436,4833.6,11797.905,4833.6,81.366,273.006
Chile,2010,321390903296,17004166,363.948,3071.551,3375.499,1248.518,4245.514,10710.876,4245.514,72.191,291.756
Chile,2011,338634309632,17173568,385.712,3900.557,3398.545,1206.505,4150.789,11009.728,4150.789,71.284,314.428
Chile,2012,356694163456,17341770,402.747,4503.516,3056.688,1164.818,4353.833,11310.037,4353.833,75.503,327.243
Chile,2013,370745311232,17509926,413.759,5013.607,3034.041,1119.936,4441.646,11140.692,4441.646,77.773,335.986
Chile,2014,377993625600,17687108,409.534,5006.913,2487.083,1331.478,4721.649,10938.73,4721.649,83.512,326.022
Chile,2015,386428796928,17870122,414.23,4759.612,2699.638,1337.988,5077.62,10643.151,5077.62,90.738,323.492
Chile,2016,392579481600,18083880,433.903,4770.023,3271.588,1076.096,4842.009,11110.309,4842.009,87.562,346.341
Chile,2017,397188366336,18368582,450.347,4882.776,3056.631,1187.354,5471.836,11105.995,5471.836,100.51,349.837
Chile,2018,412833611776,18701452,468.278,4628.607,3014.027,1241.08,6093.088,11303.919,6093.088,113.95,354.328
Chile,2019,412833611776,19039484,473.979,4573.894,3420.817,1094.042,5841.104,11058.701,5841.104,111.212,362.767
Chile,2020,412833611776,19300318,442.478,3789.874,3230.742,1068.894,5928.491,9976.817,5928.491,114.422,328.056
Chile,2021,412833611776,19493184,476.857,4160.999,3500.162,845.424,5958.066,10843.529,5958.066,116.142,360.715
Chile,2022,412833611776,19603736,496.812,3120.24,3805.152,1033.987,7124.925,11292.39,7124.925,139.675,357.137
China,1991,3508947910656,1170626176,8337.61,5495.714,133.363,106.515,315.148,1178.125,315.148,368.921,7968.69
China,1992,3755037425664,1183813376,8773.708,5686.282,134.432,110.394,327.043,1263.638,327.043,387.158,8386.55
China,1993,4126169628672,1195855616,9457.634,5996.005,141.295,126.977,380.09,1391.285,376.284,449.981,9003.102
China,1994,4438753280000,1207286656,10048.812,6329.621,146.586,138.682,446.899,1400.362,412.218,497.665,9509.277
China,1995,4810000039936,1218144384,10352.658,6351.341,146.777,156.451,501.896,1498.698,472.003,574.968,9741.276
China,1996,5127589593088,1228298880,10907.449,6590.732,152.538,153.033,489.839,1647.016,456.717,560.985,10305.78
China,1997,5291338891264,1237801472,10981.134,6408.065,159.949,158.329,508.717,1794.751,475.665,588.779,10351.442
China,1998,5338703069184,1246836096,11000.566,6313.354,163.745,159.516,510.97,1834.717,478.881,597.086,10363.471
China,1999,5578502963200,1255433216,11386.067,6451.185,172.555,156.583,504.336,1941.357,470.548,590.742,10752.908
China,2000,5952682590208,1264099072,11800.283,6495.856,195.362,175.943,565.64,2078.077,528.07,667.533,11085.259
China,2001,6329737412608,1272739584,12470.062,6785.169,217.215,217.979,687.18,2108.247,648.48,825.347,11595.461
China,2002,6814493573120,1280926080,13580.49,7391.104,229.627,224.814,720.806,2260.55,665.863,852.921,12657.19
China,2003,7248622387200,1288873344,15818.756,8754.203,265.152,220.099,744.207,2509.76,650.622,838.57,14859.567
China,2004,7830953263104,1296816768,18509.135,10144.286,308.324,272.621,907.024,2913.112,799.408,1036.686,17332.893
China,2005,8602940080128,1304887552,21027.164,11805.695,359.994,304.256,1006.846,2941.623,895.058,1167.95,19713.344
China,2006,9489543593984,1313086592,23048.367,12884.437,440.06,331.882,1093.134,3135.185,979.093,1285.634,21612.988
China,2007,10358205972480,1321513216,25049.293,13941.527,537.852,367.2,1211.516,3264.112,1083.949,1432.453,23448.26
China,2008,10799147909120,1330167168,26019,14070.352,615.959,478.857,1560.451,3313.938,1421.802,1891.234,23943.34
China,2009,11572544012288,1339125632,27158.898,14640.164,673.753,459.733,1546.786,3420.365,1406.6,1883.614,25087.559
China,2010,12858808074240,1348191360,29055.609,15087.28,807.556,527.655,1788.942,3867.767,1641.285,2212.766,26643.771
China,2011,13673158410240,1357095424,31336.535,16316.91,995.972,506.995,1805.746,3972.258,1635.651,2219.735,28885.965
China,2012,14358127050752,1366560768,32624.225,16407.875,1104.068,631.359,2223.679,4137.613,2034.378,2780.102,29585.432
China,2013,15304425996288,1376100352,33852.562,16642.777,1249.026,661.006,2415.652,4292.906,2203.743,3032.571,30528.387
China,2014,16220856254464,1385189632,34729.508,16463.236,1359.836,765.014,2814.53,4434.423,2564.515,3552.34,30830.85
China,2015,16710945996800,1393715456,35134.855,16021.233,1396.91,799.675,3048.703,4742.644,2730.941,3806.155,30885.832
China,2016,17255473610752,1401889664,35278.277,15461.83,1493.991,822.654,3341.57,4867.415,2950.933,4136.883,30593.768
China,2017,17575081672704,1410275968,36649.703,15539.826,1710.673,826.122,3643.659,5093.451,3194.394,4504.977,31511.137
China,2018,18151620214784,1417069440,38415.93,15773.501,2003.614,846.035,4015.232,5317.073,3486.708,4940.908,32726.068
China,2019,18151620214784,1421864064,40206.684,16121.257,2168.821,894.98,4420.607,5566.761,3800.276,5403.476,33921.184
China,2020,18151620214784,1424929792,41513.812,16423.652,2362.343,927.561,4744.537,5603.401,4096.864,5837.744,34753.18
China,2021,18151620214784,1425893504,43873.07,17052.799,2666.875,911.709,5297.984,5751.168,4580.39,6531.148,36318.707
China,2022,18151620214784,1425887360,44275.914,17224.002,2634.884,924.491,5707.223,5485.373,4974.17,7092.607,36138.059
Colombia,1991,259479420928,33272632,259.169,702.345,1159.587,833.3,2489.867,3437.453,2489.867,82.844,176.324
Colombia,1992,270671757312,33939044,268.506,1151.682,1118.645,656.488,1973.208,3667.881,1973.208,66.969,201.537
Colombia,1993,286074437632,34614732,292.186,1183.95,1138.728,804.755,2415.527,3702.892,2415.527,83.613,208.574
Colombia,1994,300754567168,35295460,316.39,1329.025,1104.859,908.287,2725.95,3804.199,2725.95,96.214,220.176
Colombia,1995,316298592256,35970104,323.725,1166.994,1152.971,889.333,2672.08,4007.782,2672.08,96.115,227.61
Colombia,1996,322721906688,36632576,336.599,888.308,1231.22,963.285,2891.646,4177.338,2891.646,105.928,230.67
Colombia,1997,333737754624,37291948,342.17,1033.483,1521.508,844.036,2537.151,4083.291,2537.151,94.615,247.554
Colombia,1998,335547990016,37944416,346.521,965.965,1736.388,811.231,2443.557,3986.424,2443.557,92.719,253.802
Colombia,1999,321381171200,38585040,322.875,758.637,1474.898,873.413,2620.48,3513.854,2620.48,101.111,221.763
Colombia,2000,330667819008,39215136,314.184,801.676,1462.651,809.636,2364.151,3383.335,2364.151,92.711,221.474
Colombia,2001,336149970944,39837876,316.865,777.11,1490.791,790.203,2372.647,3313.307,2372.647,94.521,222.343
Colombia,2002,344483168256,40454056,316.936,629.391,1482.838,831.313,2489.937,3232.305,2489.937,100.728,216.208
Colombia,2003,357898059776,41057688,322.863,687.443,1400.464,872.187,2594.268,3181.478,2594.268,106.515,216.349
Colombia,2004,376905891840,41648272,339.531,593.031,1473.007,952.741,2692.006,3394.291,2692.006,112.117,227.413
Colombia,2005,394523869184,42220944,334.302,368.593,1526.812,933.186,2705.823,3316.679,2705.823,114.242,220.059
Colombia,2006,420866916352,42772912,385.987,1036.405,1581.534,989.177,2910.357,3495.797,2910.357,124.484,261.502
Colombia,2007,449786937344,43306592,392.271,901.293,1653.705,1016.012,2967.987,3535.016,2967.987,128.533,263.738
Colombia,2008,465645797376,43815316,408.48,1178.631,1660.404,1048.492,3039.818,3443.914,3039.818,133.191,275.289
Colombia,2009,473234341888,44313916,403.782,1071.917,1890.9,917.093,2733.109,3415.935,2733.109,121.115,282.667
Colombia,2010,491900633088,44816104,424.601,1247.483,1951.338,892.536,2710.248,3565.227,2710.248,121.463,303.138
Colombia,2011,524200738816,45308896,443.797,999.063,1879.316,1068.002,3197.464,3719.069,3197.464,144.874,298.923
Colombia,2012,545385086976,45782420,471.933,1191.731,2067.583,1028.998,3114.861,3933.997,3114.861,142.606,329.327
Colombia,2013,571946893312,46237928,485.04,1269.304,2265.944,1076.173,2875.762,4079.071,2875.762,132.969,352.07
Colombia,2014,597109833728,46677944,510.586,1331.826,2438.852,1012.255,2888.142,4279.662,2888.142,134.813,375.773
Colombia,2015,615339524096,47119728,483.403,1226.237,2379.413,1017.408,2850.486,3802.904,2850.486,134.314,349.089
Colombia,2016,627381370880,47625960,544.617,1334.294,2534.012,1017.512,2931.946,4635.05,2931.946,139.637,404.981
Colombia,2017,635907473408,48351668,549.702,1001.581,2446.768,1254.145,3443.828,4476.657,3443.828,166.515,383.187
Colombia,2018,651900551168,49276968,558.419,922.593,2583.344,1200.561,3368.769,4457.54,3368.769,166.003,392.416
Colombia,2019,651900551168,50187404,563.192,1068.833,2564.542,1055.643,3216.548,4371.863,3216.548,161.43,401.762
Colombia,2020,651900551168,50930656,512.586,932.245,2576.577,951.097,2919.716,3635.85,2919.716,148.703,363.883
Colombia,2021,651900551168,51516560,574.299,610.656,2450.984,1129.54,3457.138,4629.068,3457.138,178.1,396.199
Colombia,2022,651900551168,51874028,609.344,549.263,2426.076,1195.396,3624.295,5146.969,3624.295,188.007,421.337
Czechia,1991,130869280768,10303359,497.639,30758.275,5715.587,105.791,3653.652,8171.207,312.535,3.22,459.994
Czechia,1992,131887431680,10310956,482.979,28699.816,6541.634,135.778,3775.124,7824.805,403.996,4.166,444.054
Czechia,1993,133712371712,10318915,478.929,27898.268,6680.135,132.766,3918.436,7915.913,446.239,4.605,438.495
Czechia,1994,139362828288,10321309,466.515,26398.461,6523.373,141.455,4093.06,8184.317,525.447,5.423,424.269
Czechia,1995,149915926528,10311702,486.214,26447.992,7389.202,193.954,4082.711,9231.763,717.331,7.397,444.114
Czechia,1996,158347427840,10295653,502.922,26430.441,8516.896,191.343,4222.324,9678.326,680.823,7.01,459.45
Czechia,1997,159287115776,10279042,482.32,24873.959,8676.757,165.385,4127.563,9244.373,678.612,6.975,439.893
Czechia,1998,160811499520,10263837,468.271,23090.996,8708.269,136.401,4267.706,9556.411,624.549,6.41,424.468
Czechia,1999,165213880320,10249145,448.987,21069.484,8767.609,163.916,4443.551,9526.616,745.615,7.642,403.444
Czechia,2000,174508441600,10234712,474.504,24105.9,8522.639,171.964,4507.304,9226.354,739.555,7.569,428.373
Czechia,2001,182134898688,10230273,485.272,23668.027,9131.134,200.386,4868.663,9767.073,804.295,8.228,435.464
Czechia,2002,187506016256,10238170,486.757,23210.27,8817.249,243.208,6065.794,9450.003,939.501,9.619,424.654
Czechia,2003,196738662400,10248039,514.55,23567.611,8899.728,134.66,7639.732,10102.549,613.985,6.292,436.258
Czechia,2004,209118199808,10261003,527.825,23573.555,8826.938,196.862,7921.051,11118.31,826.849,8.484,446.547
Czechia,2005,225438384128,10280122,519.632,22732.893,8714.974,231.515,7508.37,11591.021,899.058,9.242,442.445
Czechia,2006,244024344576,10304822,529.455,23481.752,8570.041,247.457,7924.147,11403.439,1022.683,10.539,447.798
Czechia,2007,260810031104,10337831,523.705,23362.227,8143.439,202.17,7865.555,11287.887,996.156,10.298,442.393
Czechia,2008,271304294400,10378586,513.619,22069.443,8038.498,194.632,8084.824,11295.553,1186.456,12.314,429.71
Czechia,2009,261474025472,10421515,492.811,20301.859,7593.282,233.171,8532.576,10860.127,1536.136,16.009,403.889
Czechia,2010,270895333376,10464750,513.649,20868.264,8968.083,266.609,9034.678,10212.707,1911.264,20.001,419.103
Czechia,2011,279860772864,10496379,501.976,20482.174,7544.554,186.731,9480.844,10316.133,2347.954,24.645,402.461
Czechia,2012,277620523008,10511065,499.438,19612.586,7585.958,202.644,10143.288,10173.649,2552.475,26.829,392.822
Czechia,2013,276285980672,10514547,490.221,18688.822,7683.332,259.64,10546.442,9704.528,2899.116,30.483,379.33
Czechia,2014,283780743168,10517178,479.937,18107.121,6836.245,181.608,10423.53,10266.687,2927.818,30.792,370.31
Czechia,2015,296649588736,10523801,470.716,18041.121,7164.189,170.091,9557.714,9965.651,2966.827,31.222,370.132
Czechia,2016,303850717184,10527584,464.374,18168.062,7751.042,189.977,8837.325,9353.765,2955.566,31.115,371.338
Czechia,2017,317076144128,10531315,490.581,17782.955,7952.259,177.566,9899.962,10947.917,3027.832,31.887,386.322
Czechia,2018,326100320256,10534598,489.023,17657.307,7577.721,154.728,10163.512,11022.143,2952.502,31.103,381.955
Czechia,2019,326100320256,10536876,477.903,15883.562,7900.776,190.759,10409.809,11161.138,3148.945,33.18,368.216
Czechia,2020,326100320256,10530951,442.566,13810.271,8035.718,203.211,10447.585,9731.735,3257.886,34.309,332.543
Czechia,2021,326100320256,10510748,466.523,14347.886,8628.715,229.289,10661.312,10747.457,3319.823,34.894,354.465
Czechia,2022,326100320256,10493990,464.277,15589.091,7029.213,193.444,10680.549,10943.296,3284.864,34.471,352.195
Denmark,1991,154193559552,5158325,232.854,18625.09,4710.02,5.816,658.51,21147.723,658.51,3.397,229.457
Denmark,1992,158107713536,5175466,218.137,15462.35,4936.021,5.797,860.188,20889.682,860.188,4.452,213.685
Denmark,1993,159029510144,5193776,231.304,16162.456,5527.253,5.776,1051.905,21793.178,1051.905,5.463,225.84
Denmark,1994,168468807680,5213801,248.056,17313.834,6152.526,5.754,1014.404,23096.025,1014.404,5.289,242.767
Denmark,1995,174565621760,5235205,243.62,14413.971,7095.081,5.73,1076.502,23949.334,1076.502,5.636,237.984
Denmark,1996,180657864704,5256002,289.889,19734.26,8324.758,3.805,1206.616,25888.244,1206.616,6.342,283.547
Denmark,1997,187612758016,5277385,262.998,14611.036,8663.175,3.79,1684.86,24875.83,1684.86,8.892,254.106
Denmark,1998,192868466688,5298991,253.691,12366.8,9303.277,5.661,2238.543,23966.783,2238.543,11.862,241.829
Denmark,1999,199692681216,5319856,246.049,10348.575,9717.119,5.639,2492.5,23692.848,2492.5,13.26,232.789
Denmark,2000,208358719488,5340662,236.519,8647.379,9553.001,5.617,3142.427,22943.725,3142.427,16.783,219.737
Denmark,2001,211275268096,5360753,237.216,9106.139,9945.406,5.596,3275.657,21923.391,3275.657,17.56,219.657
Denmark,2002,213475426304,5378700,236.755,9086.566,10005.755,5.578,3779.738,21145.166,3779.738,20.33,216.425
Denmark,2003,215532699648,5396355,255.233,12357.031,10082.579,3.706,4475.639,20381.963,4475.639,24.152,231.08
Denmark,2004,222551113728,5415583,241.652,9438.291,9998.978,5.54,5233.716,19950.574,5233.716,28.344,213.308
Denmark,2005,229050957824,5436314,227.599,7919.358,9566.331,3.679,5360.633,19020.105,5360.633,29.142,198.457
